date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:55:11	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:11%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-light-300.woff	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-light-300.woff	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:11	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:11%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-light-300.ttf	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-light-300.ttf	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:11	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:11%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-light-300.svg	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-light-300.svg	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:12	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:11%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.eot	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.eot	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:12	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:12%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.woff2	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.woff2	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:12	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:12%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.woff	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.woff	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:12	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:12%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.ttf	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.ttf	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:13	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:12%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.svg	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-regular-400.svg	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:13	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:13%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.eot	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.eot	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:13	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:13%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.woff2	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.woff2	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:13	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:13%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.woff	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.woff	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:14	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:13%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.ttf	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.ttf	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:14	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:14%20GMT	https://college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.svg	E:/mywebsite/web1/college.pardeepsingh.tk/libraries/fontawesome/webfonts/fa-solid-900.svg	(from https://college.pardeepsingh.tk/sites/default/files/css/css_J2gBiCgKL6adcm5eCMFQOSuYxa5arn8-Ric-1W-a5hc.css)
12:55:14	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2030%20May%202019%2007:25:14%20GMT	https://college.pardeepsingh.tk/themes/sju_theme/assets/css/font/ytp-regular.eot	E:/mywebsite/web1/college.pardeepsingh.tk/themes/sju_theme/assets/css/font/ytp-regular.eot	(from https://college.pardeepsingh.tk/sites/default/files/css/css_mUjGC4PwVMVFgu8W07ASkbDHGJv2aEyLRqEBnuPHMCM.css)
